Frame Time, x, y
31.031,-1,-1
31.073,-1,-1
31.114,-1,-1
31.156,-1,-1
31.198,-1,-1
31.240,-1,-1
31.281,-1,-1
31.323,-1,-1
31.365,-1,-1
31.406,-1,-1
31.448,-1,-1
31.490,-1,-1
31.531,-1,-1
31.573,-1,-1
31.615,-1,-1
31.657,-1,-1
31.698,-1,-1
31.740,-1,-1
31.782,-1,-1
31.823,-1,-1
31.865,-1,-1
31.907,-1,-1
31.949,-1,-1
31.990,-1,-1
32.032,-1,-1
32.074,-1,-1
32.115,-1,-1
32.157,-1,-1
32.199,-1,-1
32.241,-1,-1
32.282,-1,-1
32.324,-1,-1
32.366,-1,-1
32.407,-1,-1
32.449,-1,-1
32.491,-1,-1
32.533,-1,-1
32.574,-1,-1
32.616,-1,-1
32.658,-1,-1
32.699,-1,-1
32.741,-1,-1
32.783,-1,-1
32.824,-1,-1
32.866,-1,-1
32.908,-1,-1
32.950,-1,-1
32.991,-1,-1
33.033,-1,-1
33.075,-1,-1
33.116,-1,-1
33.158,-1,-1
33.200,-1,-1
33.242,-1,-1
33.283,-1,-1
33.325,-1,-1
33.367,-1,-1
33.408,-1,-1
33.450,-1,-1
33.492,-1,-1
33.534,-1,-1
33.575,-1,-1
33.617,-1,-1
33.659,-1,-1
33.700,-1,-1
33.742,-1,-1
33.784,-1,-1
33.825,-1,-1
33.867,-1,-1
33.909,-1,-1
33.951,-1,-1
33.992,-1,-1
34.034,-1,-1
34.076,-1,-1
34.117,-1,-1
34.159,-1,-1
34.201,-1,-1
34.243,-1,-1
34.284,-1,-1
34.326,-1,-1
34.368,-1,-1
34.409,-1,-1
34.451,-1,-1
34.493,-1,-1
34.534,-1,-1
34.576,-1,-1
34.618,-1,-1
34.660,-1,-1
34.701,-1,-1
34.743,-1,-1
34.785,-1,-1
34.826,-1,-1
34.868,-1,-1
34.910,-1,-1
34.952,-1,-1
34.993,-1,-1
35.035,-1,-1
35.077,-1,-1
35.118,-1,-1
35.160,-1,-1
35.202,-1,-1
35.244,-1,-1
35.285,-1,-1
35.327,-1,-1
35.369,-1,-1
35.410,-1,-1
35.452,-1,-1
35.494,-1,-1
35.536,-1,-1
35.577,-1,-1
35.619,-1,-1
35.661,-1,-1
35.702,-1,-1
35.744,-1,-1
35.786,-1,-1
35.827,-1,-1
35.869,-1,-1
35.911,-1,-1
35.953,-1,-1
35.994,-1,-1
36.036,-1,-1
36.078,-1,-1
36.119,-1,-1
36.161,-1,-1
36.203,-1,-1
36.245,-1,-1
36.286,-1,-1
36.328,-1,-1
36.370,-1,-1
36.411,-1,-1
36.453,-1,-1
36.495,-1,-1
36.537,-1,-1
36.578,-1,-1
36.620,-1,-1
36.662,-1,-1
36.703,-1,-1
36.745,-1,-1
36.787,-1,-1
36.828,-1,-1
36.870,-1,-1
36.912,-1,-1
36.954,-1,-1
36.995,-1,-1
37.037,-1,-1
37.079,-1,-1
37.120,-1,-1
37.162,-1,-1
37.204,-1,-1
37.246,-1,-1
37.287,-1,-1
37.329,-1,-1
37.371,-1,-1
37.412,-1,-1
37.454,-1,-1
37.496,-1,-1
37.537,-1,-1
37.579,-1,-1
37.621,-1,-1
37.663,-1,-1
37.704,-1,-1
37.746,-1,-1
37.788,-1,-1
37.829,-1,-1
37.871,-1,-1
37.913,-1,-1
37.955,-1,-1
37.996,-1,-1
38.038,-1,-1
38.080,-1,-1
38.121,-1,-1
38.163,-1,-1
38.205,-1,-1
38.247,-1,-1
38.288,-1,-1
38.330,-1,-1
38.372,-1,-1
38.413,-1,-1
38.455,-1,-1
38.497,-1,-1
38.539,-1,-1
38.580,-1,-1
38.622,-1,-1
38.664,-1,-1
38.705,-1,-1
38.747,-1,-1
38.789,-1,-1
38.830,-1,-1
38.872,-1,-1
38.914,-1,-1
38.956,-1,-1
38.997,-1,-1
39.039,-1,-1
39.081,-1,-1
39.122,-1,-1
39.164,-1,-1
39.206,-1,-1
39.248,-1,-1
39.289,-1,-1
39.331,-1,-1
39.373,-1,-1
39.414,-1,-1
39.456,-1,-1
39.498,-1,-1
39.540,-1,-1
39.581,-1,-1
39.623,-1,-1
39.665,-1,-1
39.706,-1,-1
39.748,-1,-1
39.790,-1,-1
39.831,-1,-1
39.873,-1,-1
39.915,-1,-1
39.957,-1,-1
39.998,-1,-1
40.040,-1,-1
40.082,-1,-1
40.123,-1,-1
40.165,-1,-1
40.207,-1,-1
40.249,-1,-1
40.290,-1,-1
40.332,-1,-1
40.374,-1,-1
40.415,-1,-1
40.457,-1,-1
40.499,-1,-1
40.540,-1,-1
40.582,-1,-1
40.624,-1,-1
40.666,-1,-1
40.707,-1,-1
